ticker,earnings_date,analysis_date_revr,season,year,quarter,revr,analysis_date_ievr,closest_quote_date,days_to_earnings,ievr,avg_pre,avg_post,skew_ratio,vol_st,vol_mt,normative_realized_vol,methodology
BWA,2010-04-29,2010-03-30,Q2 2010,2010,Q2,1.374728242543705,2010-03-31,2010-03-31,29,1.251932856584019,0.227513,0.284831,1.000615728340656,0.45419863834358,0.3303915816140951,0.2436528701981005,ST/MT Ratio (Expanding EWM)
GT,2010-04-28,2010-03-29,Q2 2010,2010,Q2,1.1623047482550417,2010-03-30,2010-03-30,29,1.1357162957772124,0.362462,0.411654,0.9776215816743492,0.3976155660204808,0.3420923528166066,0.295053370397754,ST/MT Ratio (Expanding EWM)
HSY,2010-04-22,2010-03-23,Q2 2010,2010,Q2,1.443326430210811,2010-03-24,2010-03-24,29,1.0599010272702956,0.213089,0.22585325,0.9454047349211592,0.3371008556629578,0.2335582918783806,0.1742632126487729,ST/MT Ratio (Expanding EWM)
TOL,2010-05-26,2010-04-26,Q2 2010,2010,Q2,1.0676702163934542,2010-04-27,2010-04-27,29,1.0976403195135729,0.3381389999999999,0.371155,1.0501408553208136,0.2774826062587074,0.25989542650729,0.248119218883403,ST/MT Ratio (Expanding EWM)
WM,2010-04-29,2010-03-30,Q2 2010,2010,Q2,1.1497758329362608,2010-03-31,2010-03-31,29,1.4054941575796844,0.135817,0.19089,0.9992789611154028,0.1165747690437282,0.101389127953771,0.0991724878839181,ST/MT Ratio (Expanding EWM)
HRB,2010-06-24,2010-05-25,Q2 2010,2010,Q2,1.3707923556042,2010-05-26,2010-05-26,29,1.1052831077239391,0.348242,0.384906,0.992657161263105,0.3274667621021967,0.2388886695810761,0.2071891719077864,ST/MT Ratio (Expanding EWM)
VRSN,2010-04-28,2010-03-29,Q2 2010,2010,Q2,0.9742810005545958,2010-03-30,2010-03-30,29,1.3619336929934185,0.2061823333333333,0.2808066666666666,1.051383417315621,0.132455346817754,0.135951893491052,0.1574247713330006,ST/MT Ratio (Expanding EWM)
PAYX,2010-06-23,2010-05-24,Q2 2010,2010,Q2,0.9244285840492464,2010-05-25,2010-05-25,29,1.026561582053669,0.2766025,0.2839494999999999,1.2084710842796225,0.1103754107713688,0.1193985264798874,0.1270478013519657,ST/MT Ratio (Expanding EWM)
RSG,2010-04-29,2010-03-30,Q2 2010,2010,Q2,1.5406400294728464,2010-03-31,2010-03-31,29,1.2501725053888852,0.163763,0.204732,0.9921963514307698,0.2825436860308217,0.1833937069177011,0.1231322649273866,ST/MT Ratio (Expanding EWM)
XEC,2010-05-07,2010-04-07,Q2 2010,2010,Q2,1.3200330828342404,2010-04-08,2010-04-08,29,1.086739558832878,0.346082,0.376101,1.002650890728256,0.4171989143928337,0.3160518625011024,0.2662911601260037,ST/MT Ratio (Expanding EWM)
DOV,2010-04-23,2010-03-24,Q2 2010,2010,Q2,1.4862183093155648,2010-03-25,2010-03-25,29,1.0849156257427313,0.227202,0.246495,1.0128341721535463,0.3619573736335802,0.2435425343402406,0.1494240100166194,ST/MT Ratio (Expanding EWM)
ILMN,2010-04-28,2010-03-29,Q2 2010,2010,Q2,1.4762180850435442,2010-03-30,2010-03-30,29,1.3813850573687123,0.280205,0.387071,0.9732821113106422,0.6104392970171169,0.4135156608646416,0.30940880808118,ST/MT Ratio (Expanding EWM)
RHT,2010-06-22,2010-05-23,Q2 2010,2010,Q2,0.9081000096665623,2010-05-24,2010-05-24,29,1.013216317395468,0.470933,0.4771569999999999,1.0393756628630573,0.1990002980677011,0.219139187258428,0.2137260055995142,ST/MT Ratio (Expanding EWM)
AYE,2010-05-05,2010-04-05,Q2 2010,2010,Q2,0.9750677264171916,2010-04-06,2010-04-06,29,0.7550283534103672,0.219903,0.166033,1.499795392233089,0.2139046807922906,0.2193741778104647,0.2514995416954981,ST/MT Ratio (Expanding EWM)
LM,2010-05-10,2010-04-10,Q2 2010,2010,Q2,1.427222843951547,2010-04-09,2010-04-09,31,1.3323967820646003,0.2759533333333333,0.3676793333333333,1.1255635451631725,0.6455964662828237,0.4523445438242587,0.3030694384834105,ST/MT Ratio (Expanding EWM)
CIT,2010-04-27,2010-03-28,Q2 2010,2010,Q2,0.9080134619032512,2010-03-29,2010-03-29,29,1.0481472440665465,0.3099796666666666,0.3249043333333333,1.0486748350117006,0.2041430622913486,0.2248238279016838,0.2722026460609977,ST/MT Ratio (Expanding EWM)
BCR,2010-04-22,2010-03-23,Q2 2010,2010,Q2,1.1921167626010485,2010-03-24,2010-03-24,29,1.427983600782485,0.133421,0.190523,0.8965139562699064,0.1865100347879737,0.1564528246218368,0.1386674515412578,ST/MT Ratio (Expanding EWM)
TLAB,2010-04-27,2010-03-28,Q2 2010,2010,Q2,1.3545854275287004,2010-03-29,2010-03-29,29,1.1590904510121405,0.297686,0.345045,0.9799297524877956,0.4479363819733456,0.3306815302085146,0.2527113545658139,ST/MT Ratio (Expanding EWM)
MJN,2010-04-29,2010-03-30,Q2 2010,2010,Q2,1.40166480165062,2010-03-31,2010-03-31,29,1.1346716677706064,0.259676,0.294647,1.0750848720708783,0.3482748415145404,0.248472274615448,0.1735171169714093,ST/MT Ratio (Expanding EWM)
KBH,2010-06-25,2010-05-26,Q2 2010,2010,Q2,1.2992610258547714,2010-05-27,2010-05-27,29,1.046304793322337,0.500175,0.5233355,1.0933978667201658,0.545549001328819,0.4198917619112814,0.3034275364919022,ST/MT Ratio (Expanding EWM)
TIF,2010-05-27,2010-04-27,Q2 2010,2010,Q2,1.3642487659689808,2010-04-28,2010-04-28,29,1.1148334797766504,0.2940083333333333,0.3277703333333333,1.061750193667255,0.3331099448091357,0.244170970220771,0.1666293935028254,ST/MT Ratio (Expanding EWM)
OC,2010-04-28,2010-03-29,Q2 2010,2010,Q2,1.3050055022052294,2010-03-30,2010-03-30,29,1.185723046047497,0.287008,0.340312,1.0211518414021057,0.5102776119660452,0.3910156785574972,0.2761931493564047,ST/MT Ratio (Expanding EWM)
COL,2010-04-23,2010-03-24,Q2 2010,2010,Q2,1.3268004578149843,2010-03-25,2010-03-25,29,1.1312542124872529,0.1995555,0.225748,1.1307413313322705,0.247910890851553,0.1868486624279737,0.1635372418945273,ST/MT Ratio (Expanding EWM)
CLX,2010-05-03,2010-04-03,Q2 2010,2010,Q2,1.3666137040364132,2010-04-02,2010-04-01,31,1.0654358209530912,0.155557,0.165736,1.002041999484669,0.2017038485267522,0.1475939015765774,0.1015898574043232,ST/MT Ratio (Expanding EWM)
NDAQ,2010-04-30,2010-03-31,Q2 2010,2010,Q2,1.4047483670886114,2010-04-01,2010-04-01,29,1.1396797194842798,0.212751,0.242468,1.257309836896562,0.3093043515030803,0.2201848806161092,0.1517904819640303,ST/MT Ratio (Expanding EWM)
BEC,2010-04-28,2010-03-29,Q2 2010,2010,Q2,1.3849215433414,2010-03-30,2010-03-30,29,1.16130010863237,0.2241504999999999,0.260306,1.2759408446593636,0.3874724138239464,0.2797793244584035,0.2521012080972911,ST/MT Ratio (Expanding EWM)
UNM,2010-05-04,2010-04-04,Q2 2010,2010,Q2,1.0111177140076506,2010-04-05,2010-04-05,29,1.3082080808450651,0.218492,0.285833,0.9789331254424402,0.1676497973697124,0.1658064091323435,0.146903688022566,ST/MT Ratio (Expanding EWM)
FIS,2010-04-27,2010-03-28,Q2 2010,2010,Q2,1.3246037720894803,2010-03-29,2010-03-29,29,1.257019224883582,0.212381,0.266967,0.7547299218194741,0.234767916032331,0.1772363335958187,0.1372858652010666,ST/MT Ratio (Expanding EWM)
ROK,2010-04-28,2010-03-29,Q2 2010,2010,Q2,0.9360298494271074,2010-03-30,2010-03-30,29,1.1722745732597248,0.252144,0.295582,0.9795347536245396,0.1678289538143339,0.1792987199254947,0.201598099672977,ST/MT Ratio (Expanding EWM)
ITMN,2010-04-29,2010-03-30,Q2 2010,2010,Q2,0.5709706700797108,2010-03-31,2010-03-31,29,1.7751077970444131,0.605768,1.0753035,1.0030465251449785,0.821393822748675,1.4385919729186856,2.103571573469768,ST/MT Ratio (Expanding EWM)
FLS,2010-05-05,2010-04-05,Q2 2010,2010,Q2,1.4418125902708394,2010-04-06,2010-04-06,29,1.1745753798873142,0.2440416666666666,0.2866453333333333,1.1199471688757998,0.3696312151581575,0.2563656453358641,0.2104518053794103,ST/MT Ratio (Expanding EWM)
WAT,2010-04-27,2010-03-28,Q2 2010,2010,Q2,1.3363835873291097,2010-03-29,2010-03-29,29,1.1153156121036207,0.224627,0.25053,1.088048297593486,0.2499511191635477,0.1870354601279554,0.1569718050041198,ST/MT Ratio (Expanding EWM)
VMED,2010-04-28,2010-03-29,Q2 2010,2010,Q2,1.1213151114247994,2010-03-30,2010-03-30,29,1.116994801062229,0.347571,0.388235,1.0010425997021968,0.3289193151815288,0.2933335258129067,0.2919765154964806,ST/MT Ratio (Expanding EWM)
ALV,2010-04-27,2010-03-28,Q2 2010,2010,Q2,1.2380107456618996,2010-03-29,2010-03-29,29,1.0384331116038432,0.299013,0.310505,1.0305143042263034,0.3929365211876682,0.3173934657389307,0.3030487625861663,ST/MT Ratio (Expanding EWM)
MMC,2010-05-04,2010-04-04,Q2 2010,2010,Q2,1.0804540589009322,2010-04-05,2010-04-05,29,1.1289257996663522,0.165444,0.186774,1.0725357362808337,0.1249630116595146,0.1156578668292758,0.1135968911089456,ST/MT Ratio (Expanding EWM)
EQT,2010-04-28,2010-03-29,Q2 2010,2010,Q2,1.0299808988340926,2010-03-30,2010-03-30,29,0.979000545965584,0.296722,0.290491,1.015301967493584,0.2291642004605405,0.2224936411150415,0.2403053767487485,ST/MT Ratio (Expanding EWM)
DPS,2010-05-06,2010-04-06,Q2 2010,2010,Q2,1.246077325108958,2010-04-07,2010-04-07,29,1.3508537640738183,0.227639,0.307507,0.8783249863026383,0.4023709488832456,0.322910096167637,0.294336546343984,ST/MT Ratio (Expanding EWM)
CPB,2010-05-24,2010-04-24,Q2 2010,2010,Q2,1.008798713968177,2010-04-23,2010-04-23,31,1.0493231825434677,0.169839,0.178216,1.0880210635558203,0.1480633404410976,0.1467719361563027,0.112822665193396,ST/MT Ratio (Expanding EWM)
RDN,2010-05-04,2010-04-04,Q2 2010,2010,Q2,0.9697488724604194,2010-04-05,2010-04-05,29,1.1653560799890263,0.670692,0.781595,0.9186731062671044,0.8927327047342533,0.9205813278949602,0.8990643469485808,ST/MT Ratio (Expanding EWM)
VFC,2010-04-30,2010-03-31,Q2 2010,2010,Q2,1.1610251411274624,2010-04-01,2010-04-01,29,1.1505593378875765,0.1726595,0.198655,1.148389400662624,0.1555359842373802,0.1339643550581001,0.1056917801605287,ST/MT Ratio (Expanding EWM)
UFS,2010-04-30,2010-03-31,Q2 2010,2010,Q2,1.236352853711674,2010-04-01,2010-04-01,29,1.1315423871029864,0.363495,0.41131,1.0308493351143024,0.5243631749050875,0.4241209726906754,0.3672375489394803,ST/MT Ratio (Expanding EWM)
PFWD,2010-04-27,2010-03-28,Q2 2010,2010,Q2,1.0444526296658003,2010-03-29,2010-03-29,29,0.9939661445699632,0.461728,0.458942,0.9563862928348912,0.8953314881169298,0.8572255578536042,0.590582259394683,ST/MT Ratio (Expanding EWM)
MXIM,2010-04-29,2010-03-30,Q2 2010,2010,Q2,1.2603803236963949,2010-03-31,2010-03-31,29,1.1147377817098891,0.253186,0.282236,0.9788143783875732,0.2825063597030247,0.2241437401010045,0.1565958240250921,ST/MT Ratio (Expanding EWM)
OI,2010-04-28,2010-03-29,Q2 2010,2010,Q2,1.249834647968212,2010-03-30,2010-03-30,29,1.242824932038052,0.297593,0.369856,1.0155232661306834,0.3366106004180071,0.2693241069650426,0.2616057349999708,ST/MT Ratio (Expanding EWM)
MHK,2010-04-29,2010-03-30,Q2 2010,2010,Q2,1.0115950699950464,2010-03-31,2010-03-31,29,1.1798655869738262,0.297739,0.351292,1.0009480361867429,0.2563064983509178,0.2533686708775409,0.2650201798827668,ST/MT Ratio (Expanding EWM)
DECK,2010-04-22,2010-03-23,Q2 2010,2010,Q2,1.2916571255460954,2010-03-24,2010-03-24,29,1.2064856256076733,0.3352953333333333,0.404529,1.053622761670881,0.5629532205930172,0.4358379708198552,0.387114461694694,ST/MT Ratio (Expanding EWM)
RS,2010-04-22,2010-03-23,Q2 2010,2010,Q2,1.1669960795098104,2010-03-24,2010-03-24,29,1.085240765855132,0.337714,0.366501,1.0086464627156764,0.4244436281286273,0.3637061302784429,0.2792174702465855,ST/MT Ratio (Expanding EWM)
EIX,2010-05-07,2010-04-07,Q2 2010,2010,Q2,1.3408477562414585,2010-04-08,2010-04-08,29,1.2785328523169832,0.139427,0.178262,0.9900587245343576,0.214072269256446,0.1596544188256792,0.1053190061351797,ST/MT Ratio (Expanding EWM)
EMN,2010-04-22,2010-03-23,Q2 2010,2010,Q2,1.5110112927613069,2010-03-24,2010-03-24,29,1.1519748512991757,0.229992,0.264945,0.9925812758134056,0.3164551409649903,0.2094326776252495,0.143815836697126,ST/MT Ratio (Expanding EWM)
XOM,2010-07-29,2010-06-29,Q3 2010,2010,Q3,1.1864238275772,2010-06-30,2010-06-30,29,1.0167529202301029,0.3100355,0.3152295,1.104974888014117,0.156974384432849,0.1323088602775341,0.1335768359075302,ST/MT Ratio (Expanding EWM)
MSFT,2010-07-22,2010-06-22,Q3 2010,2010,Q3,0.7584956261628105,2010-06-23,2010-06-23,29,1.1400690581088155,0.253989,0.2895649999999999,1.039679584188383,0.1310762776054101,0.1728108549135848,0.1914408524238618,ST/MT Ratio (Expanding EWM)
F,2010-07-23,2010-06-23,Q3 2010,2010,Q3,0.935686315293056,2010-06-24,2010-06-24,29,1.1325708292726364,0.404282,0.457878,1.0081116328245587,0.2760447249965893,0.2950184484745108,0.2412194001289098,ST/MT Ratio (Expanding EWM)
AMZN,2010-07-22,2010-06-22,Q3 2010,2010,Q3,0.804689329831261,2010-06-23,2010-06-23,29,1.279648798989753,0.3353635,0.4291475,1.0503913012943629,0.1913646325626314,0.2378118181370189,0.2410019087128319,ST/MT Ratio (Expanding EWM)
LVS,2010-07-28,2010-06-28,Q3 2010,2010,Q3,0.9016254015996644,2010-06-29,2010-06-29,29,1.076237632359262,0.691017,0.7436985,1.033705730018296,0.3612404966272052,0.4006547464016565,0.4400612577675679,ST/MT Ratio (Expanding EWM)
CVX,2010-07-30,2010-06-30,Q3 2010,2010,Q3,0.9707995772096262,2010-07-01,2010-07-01,29,1.0061742374203453,0.3179339999999999,0.319897,1.1669401412143623,0.112018149558353,0.1153875137444201,0.1294544588190872,ST/MT Ratio (Expanding EWM)
T,2010-07-22,2010-06-22,Q3 2010,2010,Q3,0.9984704123638296,2010-06-23,2010-06-23,29,1.1430656807709874,0.172973,0.1977195,1.0458362408487183,0.1645276342077552,0.1647796791677022,0.1540954066903176,ST/MT Ratio (Expanding EWM)
PG,2010-08-03,2010-07-04,Q3 2010,2010,Q3,1.009817409384518,2010-07-05,2010-07-06,29,1.0545469578376645,0.199562,0.2104474999999999,1.2651971567857971,0.1873780350375968,0.1855563523625557,0.199774735591398,ST/MT Ratio (Expanding EWM)
PFE,2010-08-03,2010-07-04,Q3 2010,2010,Q3,1.3372799899266892,2010-07-05,2010-07-06,29,1.0336070910600417,0.290281,0.3000365,1.065716579253345,0.3309995585997254,0.2475170204392807,0.1633493088077321,ST/MT Ratio (Expanding EWM)
X,2010-07-27,2010-06-27,Q3 2010,2010,Q3,1.1087476952300457,2010-06-28,2010-06-28,29,1.0358526400157977,0.5165310000000001,0.53505,1.0555743193197642,0.4807020831406045,0.4335540765573968,0.4135801231340725,ST/MT Ratio (Expanding EWM)
CAT,2010-07-22,2010-06-22,Q3 2010,2010,Q3,0.9278563135410072,2010-06-23,2010-06-23,29,1.1252637962878318,0.339119,0.3815983333333332,1.1175697599466894,0.1780129351872961,0.1918539892323842,0.2116177742588918,ST/MT Ratio (Expanding EWM)
COP,2010-07-28,2010-06-28,Q3 2010,2010,Q3,0.9043017400975664,2010-06-29,2010-06-29,29,0.968231357363794,0.371362,0.3595643333333333,1.1185775576901782,0.1241175238558219,0.1372523333223164,0.1690234135787105,ST/MT Ratio (Expanding EWM)
CMCSA,2010-07-28,2010-06-28,Q3 2010,2010,Q3,1.081070215005146,2010-06-29,2010-06-29,29,1.0744165806890842,0.3561974999999999,0.3827045,1.1191821265422748,0.265284826998409,0.2453909314272858,0.2365370044838618,ST/MT Ratio (Expanding EWM)
MRK,2010-07-30,2010-06-30,Q3 2010,2010,Q3,0.8988176578559245,2010-07-01,2010-07-01,29,1.1245739095545009,0.28537075,0.3209205,1.2216720867513626,0.156199409752389,0.1737832010610397,0.1861946118395224,ST/MT Ratio (Expanding EWM)
NEM,2010-07-28,2010-06-28,Q3 2010,2010,Q3,0.8833243803485054,2010-06-29,2010-06-29,29,0.9842796811911432,0.4043175,0.3979614999999999,1.024615932291771,0.2706073783834478,0.3063510805358761,0.3268804107255517,ST/MT Ratio (Expanding EWM)
MCD,2010-07-23,2010-06-23,Q3 2010,2010,Q3,1.077308758856027,2010-06-24,2010-06-24,29,1.132102517258946,0.1897566666666666,0.214824,1.2739868926660225,0.1632180988195413,0.1515054040708435,0.1384437865277415,ST/MT Ratio (Expanding EWM)
APC,2010-08-03,2010-07-04,Q3 2010,2010,Q3,0.7399708722183646,2010-07-05,2010-07-06,29,1.0135720623052238,0.6890379999999999,0.6983896666666667,1.0260099888442755,0.4355501521940395,0.588604455319032,0.741908605627947,ST/MT Ratio (Expanding EWM)
AXP,2010-07-22,2010-06-22,Q3 2010,2010,Q3,1.1338553190264702,2010-06-23,2010-06-23,29,1.0933472049758923,0.33521625,0.3665077499999999,1.145570362760672,0.2622009549150719,0.2312472768926091,0.2199481036990522,ST/MT Ratio (Expanding EWM)
V,2010-07-28,2010-06-28,Q3 2010,2010,Q3,1.0566586727049625,2010-06-29,2010-06-29,29,1.0415792236706454,0.3952575,0.411692,1.0774344699483944,0.3362146443323164,0.3181866131582809,0.3521097101863832,ST/MT Ratio (Expanding EWM)
CLF,2010-07-28,2010-06-28,Q3 2010,2010,Q3,0.9306633829090598,2010-06-29,2010-06-29,29,0.9819461122758752,0.6899345000000001,0.6774785,1.0375439962944275,0.501749339680544,0.5391308489135783,0.5139857749751022,ST/MT Ratio (Expanding EWM)
PM,2010-07-22,2010-06-22,Q3 2010,2010,Q3,0.7840930092318014,2010-06-23,2010-06-23,29,1.0971631080744852,0.2270794999999999,0.24914325,1.2652198839542537,0.1448583788359318,0.1847464231033685,0.1893881787947349,ST/MT Ratio (Expanding EWM)
MMM,2010-07-22,2010-06-22,Q3 2010,2010,Q3,0.8694245211789889,2010-06-23,2010-06-23,29,1.1059657469491606,0.229527,0.253849,1.0133821347838372,0.1025960093016707,0.1180045039016667,0.1226762095112892,ST/MT Ratio (Expanding EWM)
BA,2010-07-28,2010-06-28,Q3 2010,2010,Q3,0.9357876419552684,2010-06-29,2010-06-29,29,1.0560134220543975,0.3804683333333333,0.4017796666666666,1.1604963822937964,0.1783980999436288,0.1906395125830872,0.1893895560298897,ST/MT Ratio (Expanding EWM)
CVS,2010-07-28,2010-06-28,Q3 2010,2010,Q3,1.2010369838310817,2010-06-29,2010-06-29,29,1.0820144452776574,0.3462723333333333,0.3746716666666667,1.1249397156409675,0.2621076963565393,0.2182344922638978,0.2116369585309659,ST/MT Ratio (Expanding EWM)
ESRX,2010-07-28,2010-06-28,Q3 2010,2010,Q3,0.6072056817767894,2010-06-29,2010-06-29,29,1.1063040384797118,0.3650755,0.4038845,1.0635921535555068,0.5433656787699154,0.8948626389330432,1.2823895164324317,ST/MT Ratio (Expanding EWM)
AMGN,2010-07-29,2010-06-29,Q3 2010,2010,Q3,0.922333411910002,2010-06-30,2010-06-30,29,1.0903024575701792,0.3051116666666666,0.3326639999999999,1.2522999176357263,0.2131509275884505,0.231099648821189,0.2584605329927283,ST/MT Ratio (Expanding EWM)
BRCM,2010-07-27,2010-06-27,Q3 2010,2010,Q3,0.9743350484130378,2010-06-28,2010-06-28,29,1.1433062274297887,0.346419,0.396063,1.1433142600150117,0.2134338051382066,0.21905586326371,0.2288318602887878,ST/MT Ratio (Expanding EWM)
UNP,2010-07-22,2010-06-22,Q3 2010,2010,Q3,1.146319713400329,2010-06-23,2010-06-23,29,1.0861580405435116,0.2842625,0.308754,1.0779393256453782,0.2040718855288331,0.1780235331760059,0.1681882078627567,ST/MT Ratio (Expanding EWM)
OXY,2010-07-27,2010-06-27,Q3 2010,2010,Q3,1.0414566981064148,2010-06-28,2010-06-28,29,1.0490543998055135,0.337299,0.353845,0.9640309359673492,0.1734496114999881,0.1665451975251161,0.1883428966199572,ST/MT Ratio (Expanding EWM)
MHS,2010-07-22,2010-06-22,Q3 2010,2010,Q3,1.4020575800585755,2010-06-23,2010-06-23,29,1.0821672715957795,0.2635294999999999,0.2851829999999999,1.1264544412492208,0.5091530987260593,0.3631470675439647,0.2534482087945205,ST/MT Ratio (Expanding EWM)
BMY,2010-07-22,2010-06-22,Q3 2010,2010,Q3,0.8752755344747883,2010-06-23,2010-06-23,29,1.0502093313907916,0.2317696666666666,0.2434066666666666,1.2611652939975302,0.2161275043484936,0.246925106250321,0.2941382935420091,ST/MT Ratio (Expanding EWM)
UPS,2010-07-22,2010-06-22,Q3 2010,2010,Q3,1.042203773281436,2010-06-23,2010-06-23,29,1.0390520858454788,0.277817,0.2886663333333333,1.2396591621269826,0.164273136429544,0.157620938093825,0.1542231001517403,ST/MT Ratio (Expanding EWM)
CSX,2010-07-12,2010-06-12,Q3 2010,2010,Q3,1.1374671142340116,2010-06-11,2010-06-11,31,1.1267412340893843,0.3421065,0.3854655,1.150540357195332,0.2418829247523174,0.2126504772977153,0.1779194936723824,ST/MT Ratio (Expanding EWM)
MET,2010-07-29,2010-06-29,Q3 2010,2010,Q3,1.2435838291413572,2010-06-30,2010-06-30,29,1.0758102656836834,0.4421235,0.475641,1.1532205155912318,0.3503032172818044,0.2816884628707935,0.2516764052093398,ST/MT Ratio (Expanding EWM)
MOS,2010-07-22,2010-06-22,Q3 2010,2010,Q3,1.1719477330891237,2010-06-23,2010-06-23,29,1.0779317155756207,0.3544,0.382019,0.9932624073721146,0.5156914772319127,0.4400294165616135,0.3007391658030275,ST/MT Ratio (Expanding EWM)
LLY,2010-07-22,2010-06-22,Q3 2010,2010,Q3,1.0352276880574955,2010-06-23,2010-06-23,29,1.0845774655389138,0.187748,0.2036272499999999,1.2778907560027115,0.1877402384366672,0.1813516394532913,0.1800583355966858,ST/MT Ratio (Expanding EWM)
GLW,2010-07-28,2010-06-28,Q3 2010,2010,Q3,1.2350793591193714,2010-06-29,2010-06-29,29,1.01574135402375,0.42274,0.4293945,1.0980064315025253,0.3597768852157337,0.2912985975834456,0.2468877651960565,ST/MT Ratio (Expanding EWM)
CMI,2010-07-27,2010-06-27,Q3 2010,2010,Q3,0.7517871340377779,2010-06-28,2010-06-28,29,1.0623928713816355,0.4581719999999999,0.4867586666666667,1.086557576915553,0.2127100861757985,0.2829392477540187,0.3087404501323071,ST/MT Ratio (Expanding EWM)
HEW,2010-08-05,2010-07-06,Q3 2010,2010,Q3,0.6703555781113594,2010-07-07,2010-07-07,29,0.920998957868096,0.26868,0.247454,1.0933818412667409,0.4574483628514332,0.6823965933724833,0.140647730615357,ST/MT Ratio (Expanding EWM)
NSC,2010-07-27,2010-06-27,Q3 2010,2010,Q3,0.8807118677693336,2010-06-28,2010-06-28,29,1.04804383568342,0.327222,0.342943,0.9556549826813784,0.1615725328703118,0.1834567453706995,0.1762514708713838,ST/MT Ratio (Expanding EWM)
MA,2010-08-03,2010-07-04,Q3 2010,2010,Q3,1.1856042298657612,2010-07-05,2010-07-06,29,1.1370702072456458,0.366795,0.4170716666666666,1.0810822253017864,0.3852285875447657,0.3249217385032296,0.303576956776836,ST/MT Ratio (Expanding EWM)
PNC,2010-07-22,2010-06-22,Q3 2010,2010,Q3,0.8208525269294795,2010-06-23,2010-06-23,29,1.0983009823479917,0.317301,0.348492,1.0520996491954795,0.1884955343135241,0.2296338600779114,0.2351326588926452,ST/MT Ratio (Expanding EWM)
PRU,2010-08-04,2010-07-05,Q3 2010,2010,Q3,1.1078772164976771,2010-07-06,2010-07-06,29,1.0524063430200856,0.447484,0.470935,0.9797110460622964,0.2304011173288177,0.2079662925618985,0.2197210328135021,ST/MT Ratio (Expanding EWM)
CL,2010-07-29,2010-06-29,Q3 2010,2010,Q3,1.386362808332127,2010-06-30,2010-06-30,29,1.066099568034045,0.2107804999999999,0.224713,1.2187838688700572,0.3639640023694204,0.2625315683470258,0.1779376153275361,ST/MT Ratio (Expanding EWM)
EMR,2010-08-03,2010-07-04,Q3 2010,2010,Q3,0.91469621435508,2010-07-05,2010-07-06,29,0.998191261461722,0.35604925,0.35540525,1.1606599151776904,0.1570377195006724,0.17168292274107,0.1773345393926154,ST/MT Ratio (Expanding EWM)
BHI,2010-08-03,2010-07-04,Q3 2010,2010,Q3,1.3084058603052189,2010-07-05,2010-07-06,29,1.0220262335888712,0.4624758,0.4726624,1.1224223673094542,0.6033527613200268,0.4611357833411718,0.3781312549979445,ST/MT Ratio (Expanding EWM)
FSLR,2010-07-29,2010-06-29,Q3 2010,2010,Q3,1.0366365886146374,2010-06-30,2010-06-30,29,1.1228545295583878,0.5450145,0.611972,1.028106541972436,0.4215373649067249,0.4066394815082381,0.4552916139241295,ST/MT Ratio (Expanding EWM)
COF,2010-07-22,2010-06-22,Q3 2010,2010,Q3,1.138608794062603,2010-06-23,2010-06-23,29,1.0748071662042122,0.3847225,0.4135025,1.1239694706986514,0.3020023286175462,0.2652380081660791,0.2481430029441923,ST/MT Ratio (Expanding EWM)
WYNN,2010-07-29,2010-06-29,Q3 2010,2010,Q3,0.8178975609940927,2010-06-30,2010-06-30,29,1.0471278243053552,0.5595844999999999,0.5859565,1.0835673086577686,0.2507830443446647,0.3066191370467676,0.3796048063537768,ST/MT Ratio (Expanding EWM)
AFL,2010-07-27,2010-06-27,Q3 2010,2010,Q3,0.9002987764404972,2010-06-28,2010-06-28,29,1.0955145380569613,0.3708336,0.4062536,1.1495116973561323,0.2419329594955486,0.2687251897109942,0.2960773642318903,ST/MT Ratio (Expanding EWM)
MGM,2010-08-03,2010-07-04,Q3 2010,2010,Q3,0.7589021693045024,2010-07-05,2010-07-06,29,1.0124033027133652,0.744721,0.753958,1.0004715396912824,0.313494039125343,0.4130888694291721,0.4836705889616952,ST/MT Ratio (Expanding EWM)
EOG,2010-08-05,2010-07-06,Q3 2010,2010,Q3,0.9971371615351098,2010-07-07,2010-07-07,29,1.023279142734837,0.425166,0.4350634999999999,1.05574432781445,0.2615780935027458,0.2623290993387929,0.297158063524496,ST/MT Ratio (Expanding EWM)
TRV,2010-07-22,2010-06-22,Q3 2010,2010,Q3,1.2364886718273844,2010-06-23,2010-06-23,29,1.1465293140923547,0.206573,0.236842,0.9961230030331232,0.2071277195413487,0.1675128323134884,0.1437706470105394,ST/MT Ratio (Expanding EWM)
TMO,2010-07-27,2010-06-27,Q3 2010,2010,Q3,1.4433344326920483,2010-06-28,2010-06-28,29,1.1205733065546832,0.27385,0.306869,0.9473942765415698,0.4487139564095774,0.3108870309237024,0.139745991725764,ST/MT Ratio (Expanding EWM)
NKE,2010-09-23,2010-08-24,Q3 2010,2010,Q3,1.0360260310569638,2010-08-25,2010-08-25,29,1.1700934579439253,0.2400366666666666,0.2808653333333333,1.1619976077630785,0.1151547833760148,0.1111504729842866,0.1075114495644716,ST/MT Ratio (Expanding EWM)
DVN,2010-08-04,2010-07-05,Q3 2010,2010,Q3,0.8236638544067866,2010-07-06,2010-07-06,29,1.0373764607314877,0.3777645,0.391884,1.0777772272594648,0.1300696759228507,0.1579159692718683,0.1934182602385765,ST/MT Ratio (Expanding EWM)
