ticker,earnings_date,analysis_date_revr,season,year,quarter,revr,analysis_date_ievr,closest_quote_date,days_to_earnings,ievr,avg_pre,avg_post,skew_ratio,vol_st,vol_mt,normative_realized_vol,methodology,permno,company_name,cusip,ret,vol_hl5,vol_hl7,vol_hl10,vol_hl21,vol_hl63,vol_hl126,vol_date_match_type,vol_date_diff_days,SKEW,KURT,IV_RATIO,SMIRK,surface_date,options_date_match_type,options_date_diff_days
DVN,2009-08-05,2009-07-06,Q3 2009,2009,Q3,0.8709513571247138,2009-07-07,2009-07-07,29,1.0438406264025846,0.450062,0.469793,0.9624853508524308,0.2335222964779483,0.2681232362377612,0.3244947439086946,ST/MT Ratio (Expanding EWM),87137.0,DEVON ENERGY CORP NEW,25179M10,-0.026906,0.026623446753842,0.0268899927212055,0.0279586328230718,0.0320622389231839,0.0398445748091051,0.0398417643980915,exact,0.0,-0.1072587769163127,0.0020142587789286,1.061073591927456,0.0442581730079539,2009-07-08 00:00:00,closest,1.0
CELG,2009-07-23,2009-06-23,Q3 2009,2009,Q3,1.4370637047518722,2009-06-24,2009-06-24,29,1.1428566929580215,0.3810378,0.4354716,1.087772636057592,0.8050765540116012,0.5602232881879152,0.4289008144482819,ST/MT Ratio (Expanding EWM),11552.0,CELGENE CORP,15102010,0.004056,0.0189087617193808,0.0197297222987388,0.0211793991977021,0.0261692690443064,0.0325813824539236,0.0325770213354758,exact,0.0,-0.1179307982904928,0.0345785477062452,1.022005358852701,0.0755137579069939,2009-06-24 00:00:00,exact,0.0
GLW,2009-07-27,2009-06-27,Q3 2009,2009,Q3,0.897867888908135,2009-06-26,2009-06-26,31,1.2478470170108042,0.323853,0.404119,1.1103846066308798,0.2666253196249466,0.2969538424513434,0.3288131469036324,ST/MT Ratio (Expanding EWM),22293.0,CORNING INC,21935010,0.014879,0.0212158454155773,0.0220392513306627,0.0239567186839721,0.0303387360761554,0.0379239709764811,0.0370080877735222,exact,0.0,-0.1468585497512181,-0.0162558074850883,0.7270498836953009,0.0799499920930219,2009-06-26 00:00:00,exact,0.0
UNP,2009-07-23,2009-06-23,Q3 2009,2009,Q3,0.9069182274931676,2009-06-24,2009-06-24,29,1.0517644253870135,0.4557763333333334,0.4793693333333333,1.0303141872551551,0.2616003696361215,0.2884497870984651,0.3349376341038617,ST/MT Ratio (Expanding EWM),48725.0,UNION PACIFIC CORP,90781810,0.019398,0.0273336361135815,0.0282980389328693,0.0294757614779188,0.0324095694332527,0.0357414424701447,0.0338712941607475,exact,0.0,-0.156057732160378,-0.0277860189855203,1.014615805227822,0.0693510205904684,2009-06-24 00:00:00,exact,0.0
PNC,2009-07-23,2009-06-23,Q3 2009,2009,Q3,0.9295749666640574,2009-06-24,2009-06-24,29,1.140486224440212,0.5282060000000001,0.6024116666666667,1.0651354511791074,0.5611858699870353,0.6037015734201074,0.7607092261655274,ST/MT Ratio (Expanding EWM),60442.0,P N C FINANCIAL SERVICES GRP INC,69347510,0.021944,0.0352529041624317,0.0403573974284165,0.0473243496164251,0.0635120663992077,0.0731701383589684,0.0660182199966214,exact,0.0,-0.163785039906331,0.0253633393022491,0.7991555356153496,0.0958366182944355,2009-06-24 00:00:00,exact,0.0
ICE,2009-08-04,2009-07-05,Q3 2009,2009,Q3,0.798276638736022,2009-07-06,2009-07-06,29,1.090198310830407,0.4942073333333333,0.5387839999999999,1.0776219823537694,0.4142792838749054,0.5189670645139615,0.477825594485642,ST/MT Ratio (Expanding EWM),90993.0,INTERCONTINENTALEXCHANGE INC,45866F10,0.008613,0.0291775743514378,0.0308447242627479,0.0328081633410402,0.0385054227471164,0.0533343419609776,0.0559406309007378,exact,0.0,-0.1429092972854567,0.0189410659701364,1.138727400709572,0.0821427147432914,2009-07-07 00:00:00,closest,1.0
CMCSA,2009-08-06,2009-07-07,Q3 2009,2009,Q3,0.881403034846867,2009-07-08,2009-07-08,29,1.2432214174489713,0.379541,0.4718535,1.187496497430637,0.1998275363641398,0.2267152805967561,0.269888687846402,ST/MT Ratio (Expanding EWM),89525.0,COMCAST CORP NEW,20030N10,0.015038,0.0233139939855307,0.0228224014502042,0.0229921369762283,0.0263540786704165,0.0346608901527915,0.0349558860383328,exact,0.0,-0.1398768326324476,0.0479429909789054,1.046757910194342,0.0942900997697621,2009-07-09 00:00:00,closest,1.0
CSX,2009-07-13,2009-06-13,Q3 2009,2009,Q3,1.0227967095927413,2009-06-12,2009-06-12,31,1.169612251332415,0.44641675,0.5221345,1.1094086530703875,0.4363951328587076,0.4266684950839078,0.4329173070030258,ST/MT Ratio (Expanding EWM),62148.0,C S X CORP,12640810,0.047619,0.0341010453783187,0.0352657715501099,0.0364671502291466,0.0389486736968949,0.0402120384848577,0.0374282876205731,exact,0.0,-0.1228997713223583,0.019208150641878,0.9135914685381205,0.0713039017343827,2009-06-12 00:00:00,exact,0.0
AET,2009-07-27,2009-06-27,Q3 2009,2009,Q3,1.3145400009701074,2009-06-26,2009-06-26,31,1.0700445482461831,0.508662,0.544291,1.0037869294691784,0.8064536415244388,0.613487334679272,0.5311051650027195,ST/MT Ratio (Expanding EWM),88845.0,AETNA INC NEW,00817Y10,-0.01447,0.0324665013704435,0.032753516609645,0.0334620086425723,0.0372856178845551,0.0428693304673261,0.04070670553449,exact,0.0,-0.058005347913441,0.0989746400650302,0.939864840579897,0.0803618611686819,2009-06-26 00:00:00,exact,0.0
TWX,2009-07-29,2009-06-29,Q3 2009,2009,Q3,0.8553496597248521,2009-06-30,2009-06-30,29,1.1340785916051022,0.3583843333333333,0.4064360000000001,1.1310223492217182,0.2221079116803875,0.2596691413331887,0.2922310948484852,ST/MT Ratio (Expanding EWM),77418.0,TIME WARNER INC NEW,88731730,-0.005527,0.0186869753989769,0.0203368903744914,0.0237756781586066,0.035003653898518,0.0435860365649405,0.0406591787231082,exact,0.0,-0.1773831761092309,0.0416259603435739,0.8867765645196505,0.1045579745102004,2009-06-30 00:00:00,exact,0.0
VLO,2009-07-28,2009-06-28,Q3 2009,2009,Q3,0.6968570073626421,2009-06-29,2009-06-29,29,1.1141136020109297,0.4515325,0.5030585000000001,1.0186084358242404,0.2564694199277819,0.3680373695292642,0.4886000352571875,ST/MT Ratio (Expanding EWM),85269.0,VALERO ENERGY CORP NEW,91913Y10,0.009102,0.0306159857512878,0.0330668831349304,0.035128054517907,0.0382607831627311,0.0451166792591785,0.0447421668367876,exact,0.0,-0.0716704169368131,0.0376001661136608,1.059368171549202,0.0524321604215208,2009-06-29 00:00:00,exact,0.0
UPS,2009-07-23,2009-06-23,Q3 2009,2009,Q3,0.958779551123952,2009-06-24,2009-06-24,29,1.0886113318237634,0.318413,0.346628,0.982604536336985,0.1961471477369475,0.2045800283360334,0.2121774611252281,ST/MT Ratio (Expanding EWM),87447.0,UNITED PARCEL SERVICE INC,91131210,0.009322,0.0161732628192614,0.017471327724468,0.0189917344277288,0.0224614053189513,0.0263246531390616,0.0252686357001031,exact,0.0,-0.0870322226727407,0.0217938321368093,0.8838319692649841,0.0535021715429572,2009-06-24 00:00:00,exact,0.0
CL,2009-07-30,2009-06-30,Q3 2009,2009,Q3,1.1833481334825076,2009-07-01,2009-07-01,29,1.135990947906087,0.202826,0.2304085,1.1123214592118469,0.3373974988798549,0.2851210808833733,0.241353674641123,ST/MT Ratio (Expanding EWM),18729.0,COLGATE PALMOLIVE CO,19416210,0.019791,0.0132030219549871,0.0135715357390673,0.0140660836189354,0.0153732237544834,0.0189504139664354,0.0191248288330605,exact,0.0,-0.1012326307753794,-0.1030470023747545,1.021568047145539,0.0093357716004545,2009-07-01 00:00:00,exact,0.0
NEM,2009-07-23,2009-06-23,Q3 2009,2009,Q3,0.7352736810888363,2009-06-24,2009-06-24,29,1.0777711872950078,0.4265410000000001,0.4597136,1.0377296595725465,0.2421489178558998,0.3293316816363011,0.4195068393208332,ST/MT Ratio (Expanding EWM),21207.0,NEWMONT MINING CORP,65163910,0.016941,0.0263314966757641,0.0263111624918336,0.0267914358572113,0.0304230998766565,0.0408166666772003,0.041274684285509,exact,0.0,-0.0513961202626912,0.0404330246511019,0.964367545173726,0.0451396553586609,2009-06-24 00:00:00,exact,0.0
NUE,2009-07-23,2009-06-23,Q3 2009,2009,Q3,0.6133076514201757,2009-06-24,2009-06-24,29,1.0458026053231466,0.5208874,0.5447454,1.0973809274910138,0.1823422121252043,0.2973095341350666,0.4095302722883542,ST/MT Ratio (Expanding EWM),34817.0,NUCOR CORP,67034610,0.004548,0.0305546239301908,0.0312814001814513,0.032588019129375,0.0378428317652015,0.0485934307037794,0.0488259878220978,exact,0.0,-0.1601355018006611,0.0288221848407845,0.9900742325583176,0.0998569112266363,2009-06-24 00:00:00,exact,0.0
DO,2009-07-23,2009-06-23,Q3 2009,2009,Q3,0.7882196671543559,2009-06-24,2009-06-24,29,0.9514583812997588,0.412615,0.392586,0.8385463259107073,0.1994855764377374,0.2530837338250182,0.2956732760596936,ST/MT Ratio (Expanding EWM),82298.0,DIAMOND OFFSHORE DRILLING INC,25271C10,0.01747,0.0269796454177421,0.0273443496014983,0.0279625575580485,0.0304979857450976,0.0390815232050336,0.0397692182776809,exact,0.0,-0.0994174271543408,-0.005075263023702,1.064693371371938,0.0385502620511316,2009-06-24 00:00:00,exact,0.0
HIG,2009-07-29,2009-06-29,Q3 2009,2009,Q3,1.0702070169117133,2009-06-30,2009-06-30,29,1.181745549511863,0.684644,0.809075,1.0013675408689957,0.96287047949361,0.8997048835207198,0.9715603919835186,ST/MT Ratio (Expanding EWM),82775.0,HARTFORD FINANCIAL SVCS GRP INC,41651510,-0.019008,0.0488453793741939,0.0534253465945448,0.0599938220549461,0.0809352289903793,0.1124501138737132,0.1091306266492734,exact,0.0,-0.1582403536335312,0.0643916597875003,0.8254753660350068,0.1126448518521974,2009-06-30 00:00:00,exact,0.0
EOG,2009-08-06,2009-07-07,Q3 2009,2009,Q3,1.1948202875678433,2009-07-08,2009-07-08,29,1.087005405794364,0.444708,0.4834,0.9931306165472638,0.3961503294646539,0.3315564136185293,0.3291450209939229,ST/MT Ratio (Expanding EWM),75825.0,EOG RESOURCES INC,26875P10,0.019643,0.0241000711551025,0.0244134857775022,0.0258330503520478,0.0312367076398357,0.0403693347722866,0.0408010435602053,exact,0.0,-0.1225664640828075,0.0197029487684581,1.011913151740462,0.0622592766557068,2009-07-09 00:00:00,closest,1.0
NVDA,2009-08-06,2009-07-07,Q3 2009,2009,Q3,0.8210184887640197,2009-07-08,2009-07-08,29,1.196009725673411,0.523974,0.626678,0.8743246174639991,0.3096206591045797,0.3771177669466249,0.4693326781272777,ST/MT Ratio (Expanding EWM),86580.0,NVIDIA CORP,67066G10,0.001982,0.0294454219601824,0.030051151035183,0.031374759675134,0.0361420255427449,0.0451555632496226,0.0464929240457506,exact,0.0,-0.0930725863590327,0.0474160751465941,0.9785287424767658,0.0614457415805899,2009-07-09 00:00:00,closest,1.0
NOV,2009-07-28,2009-06-28,Q3 2009,2009,Q3,0.9035115156523408,2009-06-29,2009-06-29,29,1.123972732271366,0.4952863333333333,0.5566883333333332,1.0523336029306818,0.317493946547667,0.3513999999418208,0.429348343035006,ST/MT Ratio (Expanding EWM),84032.0,NATIONAL OILWELL VARCO INC,62955J10,0.005438,0.0305159627803693,0.031813661616855,0.0334897604038033,0.0391341286229579,0.0532062688236932,0.0545661595750931,exact,0.0,-0.1203975190438296,0.0373287169998225,1.023105933266495,0.0795087102674665,2009-06-29 00:00:00,exact,0.0
EXC,2009-07-24,2009-06-24,Q3 2009,2009,Q3,0.8772280803382503,2009-06-25,2009-06-25,29,1.0976158931753066,0.306446,0.33636,1.0002937758685972,0.2215149167604125,0.2525169015052489,0.3131518552222928,ST/MT Ratio (Expanding EWM),21776.0,EXELON CORP,30161N10,0.016949,0.0203831875626489,0.0208793898071293,0.0211341888103415,0.0221999559433594,0.0284122136294782,0.0290754271521787,exact,0.0,-0.0921963432851521,-0.0116010144413856,0.9309428350592353,0.0423473474934404,2009-06-25 00:00:00,exact,0.0
PRU,2009-08-05,2009-07-06,Q3 2009,2009,Q3,0.6812736947845683,2009-07-07,2009-07-07,29,1.0451491699812925,0.6341423333333334,0.6627733333333333,1.0363501073488546,0.3446593558253741,0.5059043941720984,0.6739337971554917,ST/MT Ratio (Expanding EWM),89258.0,PRUDENTIAL FINANCIAL INC,74432010,-0.042261,0.0347960178057902,0.036602238770664,0.0420269489860508,0.0623592249722618,0.0829957212407335,0.0785738430305679,exact,0.0,-0.1366103838901149,0.01195181457538,1.022538918152912,0.074809650625308,2009-07-08 00:00:00,closest,1.0
WYNN,2009-07-30,2009-06-30,Q3 2009,2009,Q3,1.0534895544981333,2009-07-01,2009-07-01,29,1.1815497340903234,0.512204,0.6051945,1.1022673555876177,0.7774628961643122,0.7379882342874143,0.7061726660545956,ST/MT Ratio (Expanding EWM),89533.0,WYNN RESORTS LTD,98313410,0.00255,0.0346190177917543,0.0376010565707108,0.0423827992965862,0.0551548035695051,0.0660858697851057,0.0625973569684082,exact,0.0,-0.1425683201724502,0.0104263027729671,0.8539716295945088,0.0774792572105887,2009-07-01 00:00:00,exact,0.0
TRV,2009-07-30,2009-06-30,Q3 2009,2009,Q3,1.1106471907656306,2009-07-01,2009-07-01,29,1.1830279754774151,0.28382,0.335767,1.012258232489131,0.2979820878262042,0.268295900177615,0.2862793139164509,ST/MT Ratio (Expanding EWM),59459.0,TRAVELERS COMPANIES INC,89417E10,0.002193,0.010108212275009,0.0130162184074835,0.0164755001040045,0.0239380293400725,0.0354215344931896,0.0365918810005458,exact,0.0,-0.0605138698997069,-0.120092113880765,0.933897249288998,-0.0237666459146332,2009-07-01 00:00:00,exact,0.0
MET,2009-07-30,2009-06-30,Q3 2009,2009,Q3,0.7716874159355855,2009-07-01,2009-07-01,29,1.1253231613896202,0.4753816666666667,0.534958,1.0383130111555785,0.3572127637219382,0.4628982621011868,0.5690214822653025,ST/MT Ratio (Expanding EWM),87842.0,METLIFE INC,59156R10,-0.008331,0.0265290309112143,0.030911885240784,0.0371555045729879,0.05440397908225,0.0717607477374573,0.0683144545439366,exact,0.0,-0.1171394394259003,0.0149376431100458,0.822826603437906,0.0637660405822183,2009-07-01 00:00:00,exact,0.0
MRO,2009-08-03,2009-07-04,Q3 2009,2009,Q3,0.9161937740670112,2009-07-03,2009-07-02,31,1.1476667682219126,0.3676159999999999,0.4219006666666666,1.0698378708221157,0.2129804029901113,0.2324621810566175,0.2789010922507688,ST/MT Ratio (Expanding EWM),15069.0,MARATHON OIL CORP,56584910,-0.042904,0.0236523385419542,0.0244166291645964,0.0258248292405203,0.0302612648984723,0.040580883321813,0.0416304326301365,exact,0.0,,,,,,no_match,
ESRX,2009-07-29,2009-06-29,Q3 2009,2009,Q3,0.8445795728934354,2009-06-30,2009-06-30,29,1.2126319542096613,0.302946,0.367362,1.0076568965287849,0.2534332636795521,0.300070321155552,0.3661869128400198,ST/MT Ratio (Expanding EWM),77668.0,EXPRESS SCRIPTS INC,30219G10,0.002187,0.0192610285627003,0.019718053724919,0.0206619920405814,0.0250218709294471,0.0314970265114533,0.0313317476649962,exact,0.0,-0.1500103118208078,0.0834983465031389,1.046300264374615,0.1234410636458073,2009-06-30 00:00:00,exact,0.0
KLAC,2009-07-23,2009-06-23,Q3 2009,2009,Q3,0.6948510064177917,2009-06-24,2009-06-24,29,1.1423806510100407,0.4287286666666666,0.4897713333333334,1.0537012767649856,0.2187555161204906,0.3148236299581034,0.3886628450884662,ST/MT Ratio (Expanding EWM),46886.0,K L A TENCOR CORP,48248010,0.008037,0.0248651706333059,0.0264119290122247,0.0282754369993812,0.0326105203827252,0.0370866370146454,0.0355402917739533,exact,0.0,-0.1253557163531114,0.0560532561505065,0.945333200539784,0.0901214053958983,2009-06-24 00:00:00,exact,0.0
HON,2009-07-27,2009-06-27,Q3 2009,2009,Q3,0.607436895821629,2009-06-26,2009-06-26,31,1.1980216031325552,0.2968396666666666,0.3556203333333333,1.0633714887591466,0.1174513346797242,0.1933556151884018,0.2454621220239405,ST/MT Ratio (Expanding EWM),10145.0,HONEYWELL INTERNATIONAL INC,43851610,-0.002512,0.019793760632927,0.0209792043083474,0.0226192018757028,0.0267391388862578,0.0310913452265836,0.0297958569601533,exact,0.0,-0.1179597424194407,0.0152673002721517,0.8514540528210349,0.0654265387376801,2009-06-26 00:00:00,exact,0.0
MDT,2009-08-25,2009-07-26,Q3 2009,2009,Q3,0.9521359357031768,2009-07-27,2009-07-27,29,1.1605242910392943,0.2677393333333333,0.3107179999999999,1.0435331037356137,0.2080454197610159,0.2185039047049191,0.2369491222726482,ST/MT Ratio (Expanding EWM),60097.0,MEDTRONIC INC,G5960L10,-0.006847,0.0139258741597624,0.0142662122491179,0.0151025661654186,0.0183128639490748,0.0235690527985891,0.0235334678052282,exact,0.0,-0.1550050550427568,0.0914446918299628,0.9299223627131712,0.123893140945996,2009-07-28 00:00:00,closest,1.0
MEE,2009-07-28,2009-06-28,Q3 2009,2009,Q3,0.8361063144807876,2009-06-29,2009-06-29,29,1.0827889512579478,0.711357,0.7702495,1.0315925531838923,0.586193976941745,0.7010998084684538,0.8508990273803538,ST/MT Ratio (Expanding EWM),26382.0,MASSEY ENERGY CO,57620610,0.001544,0.0538137215645558,0.0558230442269145,0.058323652682668,0.0640272721250426,0.0723338521495183,0.0700064992760684,exact,0.0,-0.1222431133384838,0.0502649373380463,0.985616804833573,0.0829650210081168,2009-06-29 00:00:00,exact,0.0
NKE,2009-09-29,2009-08-30,Q3 2009,2009,Q3,1.3619700509952597,2009-08-31,2009-08-31,29,1.2506445007513038,0.271528,0.339585,0.9814927272201498,0.4235813418505971,0.3110063554929604,0.2520336940616514,ST/MT Ratio (Expanding EWM),57665.0,NIKE INC,65410610,-0.014062,0.0152634318889338,0.015205008555187,0.0153324358700241,0.0174919884143099,0.0253007497152063,0.027132429274369,exact,0.0,-0.1786905539426241,0.1908089923707553,1.160510242470291,0.180856051342807,2009-08-31 00:00:00,exact,0.0
GIS,2009-07-01,2009-06-01,Q3 2009,2009,Q3,0.8617725467558801,2009-06-02,2009-06-02,29,1.2390844696866894,0.2026585,0.251111,1.2160171596791316,0.2861050814382307,0.3319960499034992,0.3585801974593907,ST/MT Ratio (Expanding EWM),17144.0,GENERAL MILLS INC,37033410,0.027946,0.0150821434336741,0.0149253061062466,0.0153998166542535,0.0175622607577759,0.01911338598358,0.0178592900013907,exact,0.0,-0.1298205056028364,0.0244556374736225,1.03137527822447,0.1063253036752703,2009-06-03 00:00:00,closest,1.0
MHS,2009-07-29,2009-06-29,Q3 2009,2009,Q3,1.0837968944746277,2009-06-30,2009-06-30,29,1.2132338408513264,0.288397,0.349893,0.9715897988747768,0.3185578789610744,0.2939276543281625,0.2923357780029994,ST/MT Ratio (Expanding EWM),89813.0,MEDCO HEALTH SOLUTIONS INC,58405U10,-0.011058,0.0148211652513957,0.0159410881530235,0.0169842047479536,0.0201032506613195,0.0265671539026771,0.0271685950853261,exact,0.0,-0.1112379390226362,0.1008516511259972,1.089254851241914,0.1001899450863885,2009-06-30 00:00:00,exact,0.0
SWN,2009-07-30,2009-06-30,Q3 2009,2009,Q3,0.9032635825647266,2009-07-01,2009-07-01,29,1.1799871816773104,0.4126904999999999,0.4869695,1.054291382227668,0.2819835875118925,0.3121830581403806,0.3700030214824585,ST/MT Ratio (Expanding EWM),63765.0,SOUTHWESTERN ENERGY CO,84546710,-0.009266,0.0235182806893209,0.0255152972888747,0.0275418396740932,0.0329798212057429,0.0492978411296739,0.0523293506413025,exact,0.0,-0.1112210576429385,-0.0033474982894238,0.9981599197055872,0.0542755184630728,2009-07-01 00:00:00,exact,0.0
AFL,2009-07-29,2009-06-29,Q3 2009,2009,Q3,0.7864311846454931,2009-06-30,2009-06-30,29,1.1807931996443914,0.456682,0.5392469999999999,1.051244774359524,0.3770715914835492,0.4794718200976799,0.6105192439880444,ST/MT Ratio (Expanding EWM),57904.0,AFLAC INC,00105510,-0.023862,0.029892395583159,0.0338910166444439,0.0402012163017499,0.0573993915424922,0.0694920143624964,0.0631970231756106,exact,0.0,-0.2023280867131677,0.0570219997962152,0.7862010983310378,0.1269181503652256,2009-06-30 00:00:00,exact,0.0
BHI,2009-08-05,2009-07-06,Q3 2009,2009,Q3,1.2292100729704516,2009-07-07,2009-07-07,29,1.07124753277095,0.4716829999999999,0.50528925,1.0724309170134851,0.4322983721131134,0.3516879511639873,0.3023512522502772,ST/MT Ratio (Expanding EWM),75034.0,BAKER HUGHES INC,05722G10,-0.033555,0.0254255921089564,0.0259407945339768,0.0271299221366489,0.0319095217030533,0.0420518237838752,0.0422651490341847,exact,0.0,-0.1096455102798247,0.0087664805666752,1.025088526497932,0.050131344634547,2009-07-08 00:00:00,closest,1.0
PCAR,2009-07-28,2009-06-28,Q3 2009,2009,Q3,1.1597640813571055,2009-06-29,2009-06-29,29,1.1244510763449442,0.4619646666666666,0.5194566666666667,1.043261390678444,0.4345773565064443,0.3747118603620839,0.3850322376206338,ST/MT Ratio (Expanding EWM),60506.0,PACCAR INC,69371810,0.039632,0.0287962439161786,0.0298294025224058,0.0316828661936423,0.0368211092839416,0.042645783380459,0.0413757405997375,exact,0.0,-0.1452220283546644,0.0301751558156516,0.9418336394889724,0.0811965377506766,2009-06-29 00:00:00,exact,0.0
EMR,2009-08-04,2009-07-05,Q3 2009,2009,Q3,1.1456737088019997,2009-07-06,2009-07-06,29,1.13860826493558,0.33038975,0.3761845,1.094569908049833,0.2424415802172173,0.2116148588857223,0.2017215362406124,ST/MT Ratio (Expanding EWM),22103.0,EMERSON ELECTRIC CO,29101110,-0.01101,0.0193082660560374,0.0195340237387444,0.0203923845090302,0.0241781777858724,0.0316742139418489,0.0316138536404369,exact,0.0,-0.1373438066527188,0.0049530891466361,1.041333240832402,0.0766952306626383,2009-07-07 00:00:00,closest,1.0
TMO,2009-07-23,2009-06-23,Q3 2009,2009,Q3,0.7132349465601068,2009-06-24,2009-06-24,29,1.0998948508896127,0.312889,0.344145,1.0434920359648887,0.16937805090286,0.2374786200813085,0.3032969585433882,ST/MT Ratio (Expanding EWM),62092.0,THERMO FISHER SCIENTIFIC INC,88355610,0.025204,0.0204092450704439,0.0202387745143476,0.0205341811351406,0.0228013392366025,0.0284866421833132,0.0282241359996411,exact,0.0,-0.2272850000162651,0.1511514051404164,1.008329848212748,0.2142451448329465,2009-06-24 00:00:00,exact,0.0
NSC,2009-07-28,2009-06-28,Q3 2009,2009,Q3,0.9206355348185292,2009-06-29,2009-06-29,29,1.1549613136400845,0.37290275,0.43068825,1.1538746138866025,0.2438789321709708,0.2649028013230479,0.2962763700434328,ST/MT Ratio (Expanding EWM),64311.0,NORFOLK SOUTHERN CORP,65584410,-0.024751,0.0287957072394495,0.0289177386792243,0.0293800665223997,0.0314384775131538,0.0343941728388464,0.032982655418941,exact,0.0,-0.2000154766302883,0.0025037193837307,0.9352084004500908,0.0979706523578659,2009-06-29 00:00:00,exact,0.0
ADM,2009-08-04,2009-07-05,Q3 2009,2009,Q3,1.008675566561675,2009-07-06,2009-07-06,29,1.1479032295173746,0.3477093333333333,0.3991366666666666,1.1019120841599606,0.341522976182399,0.338585554666072,0.349864076317033,ST/MT Ratio (Expanding EWM),10516.0,ARCHER DANIELS MIDLAND CO,03948310,0.007913,0.0223447435239,0.0225629934951343,0.0235553327293735,0.02730313045788,0.0354277846319094,0.0361516984153579,exact,0.0,-0.1387804618761452,0.0092525310637656,1.01609092861509,0.0698911602595409,2009-07-07 00:00:00,closest,1.0
LNC,2009-07-29,2009-06-29,Q3 2009,2009,Q3,0.8442066825586947,2009-06-30,2009-06-30,29,1.2003104368664756,0.572097,0.686694,1.0239646484819973,0.6831862001709935,0.8092641461926523,1.014312479005706,ST/MT Ratio (Expanding EWM),49015.0,LINCOLN NATIONAL CORP,53418710,0.007611,0.045297968979884,0.0504758487391575,0.0592065300891345,0.0837757698726466,0.1042314262507758,0.0967355705712475,exact,0.0,-0.1471708825073396,0.0292061516924932,0.7604827534405291,0.0923418500221711,2009-06-30 00:00:00,exact,0.0
BEN,2009-07-30,2009-06-30,Q3 2009,2009,Q3,1.1597686724194836,2009-07-01,2009-07-01,29,1.1073469853402544,0.35062,0.388258,1.1047687249960718,0.36414504119277,0.3139807531040641,0.3045685535048685,ST/MT Ratio (Expanding EWM),37584.0,FRANKLIN RESOURCES INC,35461310,0.001944,0.0204596880789238,0.0228834470815164,0.0258180618108463,0.0337488629942454,0.0442525035373622,0.0438634227751119,exact,0.0,-0.1895233774960973,0.0067329476402837,0.8696513712519753,0.0973593630258868,2009-07-01 00:00:00,exact,0.0
CI,2009-07-30,2009-06-30,Q3 2009,2009,Q3,1.0303658291033326,2009-07-01,2009-07-01,29,1.179410850213619,0.521022,0.614499,1.000860588504228,0.5557304851008619,0.5393525963341406,0.5481408937000215,ST/MT Ratio (Expanding EWM),64186.0,C I G N A CORP,12552310,0.019925,0.0342347638776702,0.0357960800334428,0.0371048694203599,0.0412505743564968,0.0501276753803974,0.0486489676977327,exact,0.0,-0.0688789073397738,0.0531388881586925,1.037291173912011,0.0588961104905046,2009-07-01 00:00:00,exact,0.0
GD,2009-07-29,2009-06-29,Q3 2009,2009,Q3,1.0582086203209262,2009-06-30,2009-06-30,29,1.0274054280166574,0.320338,0.329117,0.9679288839469168,0.2733188604406125,0.2582844773630007,0.2718643592707983,ST/MT Ratio (Expanding EWM),12052.0,GENERAL DYNAMICS CORP,36955010,-0.021579,0.0200351741983255,0.0197367774011818,0.0199951802983028,0.0224612050875039,0.0262580242014074,0.0253004546993336,exact,0.0,-0.1544257495945052,0.0183560501626544,1.082741623530885,0.0733226702584391,2009-06-30 00:00:00,exact,0.0
NRG,2009-07-30,2009-06-30,Q3 2009,2009,Q3,0.9246116026424286,2009-07-01,2009-07-01,29,0.9277449124467582,0.59164,0.548891,1.0010998494052354,0.4386248810081638,0.474388250974384,0.4562583058244228,ST/MT Ratio (Expanding EWM),90071.0,N R G ENERGY INC,62937750,0.003467,0.0292475580664741,0.0304471735915326,0.031825690110103,0.034475663182174,0.0422815944118657,0.0424619016487749,exact,0.0,-0.1551776861938655,0.0588799144136184,1.123886969024317,0.1070546822980181,2009-07-01 00:00:00,exact,0.0
KMB,2009-07-23,2009-06-23,Q3 2009,2009,Q3,1.0447623460850033,2009-06-24,2009-06-24,29,1.1850174549062624,0.219709,0.260359,1.0018239105554263,0.2109759066323412,0.2019367442011313,0.2199897955627881,ST/MT Ratio (Expanding EWM),17750.0,KIMBERLY CLARK CORP,49436810,0.012715,0.0109638279337121,0.0115529788478145,0.012146180059039,0.0135865118429062,0.0172823203147741,0.0174929168016067,exact,0.0,-0.0645631485981563,-0.2095550939568135,1.042560971871264,-0.0684636186827883,2009-06-24 00:00:00,exact,0.0
MGM,2009-08-03,2009-07-04,Q3 2009,2009,Q3,0.7176433941587579,2009-07-03,2009-07-02,31,1.239369332731506,0.671289,0.831975,0.9190967976899664,0.7111525192289109,0.990955292025706,1.285859125398245,ST/MT Ratio (Expanding EWM),11891.0,M G M MIRAGE,55295310,-0.0528,0.0539114514560041,0.0597164967209785,0.0702026336367697,0.0942885644643817,0.1011738223686666,0.08968495755761,exact,0.0,,,,,,no_match,
TROW,2009-07-24,2009-06-24,Q3 2009,2009,Q3,0.7931658506215181,2009-06-25,2009-06-25,29,1.0976277292480958,0.457452,0.502112,0.986038811973384,0.2689843773397474,0.3391275319392199,0.4305224286037236,ST/MT Ratio (Expanding EWM),10138.0,T ROWE PRICE GROUP INC,74144T10,0.019071,0.0312701270054605,0.0321714023658841,0.0346114875167635,0.0431763249685115,0.0519231889453252,0.0497717507307629,exact,0.0,-0.1349544099106271,-0.1155178423129385,0.8576951360049307,0.0038351464542541,2009-06-25 00:00:00,exact,0.0
