ticker,season,year,quarter,earnings_date,analysis_date,revr,vol_st,vol_mt,normative_realized_vol,methodology
CY,Q3 2009,2009,Q3,2009-07-16,2009-06-16,0.8901615364955638,0.33448163735912456,0.3757538644906294,0.4511704852326207,ST/MT Ratio (Expanding EWM)
PWR,Q3 2009,2009,Q3,2009-08-05,2009-07-06,0.9532947261604385,0.2623199114355131,0.27517188990654806,0.3057237961122722,ST/MT Ratio (Expanding EWM)
CMG,Q3 2009,2009,Q3,2009-07-22,2009-06-22,0.7606256009090618,0.2469291917737512,0.32463960124223235,0.3935424260190062,ST/MT Ratio (Expanding EWM)
NAV,Q3 2009,2009,Q3,2009-09-09,2009-08-10,1.2998871335634388,0.5785484369216926,0.4450759008097048,0.38768992310187966,ST/MT Ratio (Expanding EWM)
PXD,Q3 2009,2009,Q3,2009-08-04,2009-07-05,0.8324281752238003,0.32464358546052063,0.38999591210765955,0.4785367827506518,ST/MT Ratio (Expanding EWM)
SQNM,Q3 2009,2009,Q3,2009-08-06,2009-07-07,0.8500217501651206,1.3138103451658079,1.545619679626544,1.9980412662682658,ST/MT Ratio (Expanding EWM)
CCK,Q3 2009,2009,Q3,2009-07-15,2009-06-15,0.9212176109702975,0.26224136769891765,0.2846682093090956,0.32533212991243826,ST/MT Ratio (Expanding EWM)
TSN,Q3 2009,2009,Q3,2009-08-03,2009-07-04,1.0457919726876101,0.4224321608492289,0.4039351724641839,0.34614599736379165,ST/MT Ratio (Expanding EWM)
KMX,Q3 2009,2009,Q3,2009-09-22,2009-08-23,1.167460141140142,0.5345646269201041,0.4578868332053273,0.4271781662634685,ST/MT Ratio (Expanding EWM)
SIAL,Q3 2009,2009,Q3,2009-07-23,2009-06-23,1.3176726767245501,0.27167581324079126,0.20617852827920716,0.1702380571721901,ST/MT Ratio (Expanding EWM)
DOV,Q3 2009,2009,Q3,2009-07-24,2009-06-24,1.0599775386132462,0.27008911564870836,0.2548064518443119,0.2740714512110405,ST/MT Ratio (Expanding EWM)
HP,Q3 2009,2009,Q3,2009-07-30,2009-06-30,0.7045169895544602,0.24475354132696595,0.3474061590505422,0.45573382836858006,ST/MT Ratio (Expanding EWM)
NDAQ,Q3 2009,2009,Q3,2009-08-06,2009-07-07,0.8256851418661225,0.26912549155265764,0.32594203032939395,0.4039417578928093,ST/MT Ratio (Expanding EWM)
DLTR,Q3 2009,2009,Q3,2009-08-26,2009-07-27,1.0918364489934322,0.3195258434975809,0.2926499145473233,0.2977835846313018,ST/MT Ratio (Expanding EWM)
IPI,Q3 2009,2009,Q3,2009-08-06,2009-07-07,0.7777514850802075,0.4471060421809241,0.5748700590842526,0.628729719552079,ST/MT Ratio (Expanding EWM)
TOL,Q3 2009,2009,Q3,2009-08-27,2009-07-28,0.9641702028798284,0.45862951275063407,0.4756727716546084,0.362973436433076,ST/MT Ratio (Expanding EWM)
ALXN,Q3 2009,2009,Q3,2009-07-23,2009-06-23,1.003372414902799,0.4195622952825257,0.41815211286546133,0.4280306610196119,ST/MT Ratio (Expanding EWM)
BDK,Q3 2009,2009,Q3,2009-07-24,2009-06-24,1.2349481897312464,0.49333721767221345,0.39948009299043963,0.3146364569496286,ST/MT Ratio (Expanding EWM)
SEPR,Q3 2009,2009,Q3,2009-07-24,2009-06-24,0.8781443415539292,0.4042932244359585,0.46039495479813414,0.34141859535894215,ST/MT Ratio (Expanding EWM)
ISIL,Q3 2009,2009,Q3,2009-07-22,2009-06-22,1.0976423844056047,0.435394003582306,0.3966628929130507,0.4448853703428961,ST/MT Ratio (Expanding EWM)
RVBD,Q3 2009,2009,Q3,2009-07-23,2009-06-23,1.3622402902835375,0.9094843344671243,0.6676386985131849,0.5152700380265318,ST/MT Ratio (Expanding EWM)
FLIR,Q3 2009,2009,Q3,2009-07-23,2009-06-23,1.3928357960860784,0.6454687508430755,0.4634205644749132,0.38231054676830273,ST/MT Ratio (Expanding EWM)
AEO,Q3 2009,2009,Q3,2009-08-27,2009-07-28,0.9848726554366759,0.33792501623405624,0.34311544174635045,0.30612131518147556,ST/MT Ratio (Expanding EWM)
CCI,Q3 2009,2009,Q3,2009-07-29,2009-06-29,1.1053329250391006,0.37979308264597167,0.34360062388672324,0.3657741050651686,ST/MT Ratio (Expanding EWM)
TER,Q3 2009,2009,Q3,2009-07-29,2009-06-29,0.8994715145605374,0.39098151061690406,0.43467914690764753,0.5076146868318118,ST/MT Ratio (Expanding EWM)
HSIC,Q3 2009,2009,Q3,2009-08-04,2009-07-05,1.0806273525108692,0.2377875912577223,0.22004587493109065,0.24068910072678454,ST/MT Ratio (Expanding EWM)
MLM,Q3 2009,2009,Q3,2009-08-04,2009-07-05,0.78500618326058,0.22121062325327379,0.2817947526660993,0.3125793609633403,ST/MT Ratio (Expanding EWM)
FUQI,Q3 2009,2009,Q3,2009-08-06,2009-07-07,0.9557466758475767,1.0191182377372499,1.0663058145961888,1.0850792380556915,ST/MT Ratio (Expanding EWM)
CE,Q3 2009,2009,Q3,2009-07-28,2009-06-28,0.9763416437222463,0.43796985065698824,0.448582577085674,0.502179487965037,ST/MT Ratio (Expanding EWM)
HSY,Q3 2009,2009,Q3,2009-07-23,2009-06-23,1.1971238586759967,0.2998397874276489,0.2504668044618773,0.23673844569526806,ST/MT Ratio (Expanding EWM)
ALV,Q3 2009,2009,Q3,2009-07-21,2009-06-21,0.7461184605777139,0.30183057337631003,0.40453438605795233,0.521664724309836,ST/MT Ratio (Expanding EWM)
HNT,Q3 2009,2009,Q3,2009-08-04,2009-07-05,0.7371894760199699,0.44151145008808657,0.5989117648176062,0.545921589665354,ST/MT Ratio (Expanding EWM)
OSIP,Q3 2009,2009,Q3,2009-07-22,2009-06-22,0.8196776411218207,0.3504477825355141,0.4275434206743605,0.47177383753495994,ST/MT Ratio (Expanding EWM)
DVA,Q3 2009,2009,Q3,2009-08-04,2009-07-05,0.7626316650152015,0.20339740484539742,0.2667046415406094,0.2769987405809843,ST/MT Ratio (Expanding EWM)
NVR,Q3 2009,2009,Q3,2009-07-22,2009-06-22,0.930331887523533,0.3384832918533091,0.36383068923319806,0.40674624826106875,ST/MT Ratio (Expanding EWM)
EMN,Q3 2009,2009,Q3,2009-07-23,2009-06-23,0.9470776549638594,0.36219531918895415,0.3824346581197458,0.44185111362099155,ST/MT Ratio (Expanding EWM)
TIN,Q3 2009,2009,Q3,2009-07-23,2009-06-23,0.8566237287128323,0.574288105956141,0.6704088232753832,0.7770942024867725,ST/MT Ratio (Expanding EWM)
ASH,Q3 2009,2009,Q3,2009-07-24,2009-06-24,1.048631940174353,0.5967370949184605,0.5690624823226754,0.641333184797724,ST/MT Ratio (Expanding EWM)
FHN,Q3 2009,2009,Q3,2009-07-16,2009-06-16,0.9747670118473778,0.45076166071327567,0.46243015534449866,0.5629074776837255,ST/MT Ratio (Expanding EWM)
APH,Q3 2009,2009,Q3,2009-07-16,2009-06-16,0.8163057745049809,0.21504343986076752,0.2634349119864708,0.3351932631851278,ST/MT Ratio (Expanding EWM)
JEF,Q3 2009,2009,Q3,2009-08-07,2009-07-08,0.8879321354843274,0.34177017148205086,0.38490573527404826,0.43862513496668953,ST/MT Ratio (Expanding EWM)
PPL,Q3 2009,2009,Q3,2009-08-04,2009-07-05,1.4609338468976023,0.6232464015644478,0.4266082293102841,0.2838160832211883,ST/MT Ratio (Expanding EWM)
XEL,Q3 2009,2009,Q3,2009-07-30,2009-06-30,0.9119814480591989,0.18350387502480922,0.20121448239470935,0.25224459358090084,ST/MT Ratio (Expanding EWM)
CVH,Q3 2009,2009,Q3,2009-07-28,2009-06-28,1.2363075768013154,0.621334311677556,0.5025725987097218,0.45031268056863943,ST/MT Ratio (Expanding EWM)
CMP,Q3 2009,2009,Q3,2009-07-28,2009-06-28,1.3153671261840076,0.5889089004284471,0.4477144735530392,0.3267986906890254,ST/MT Ratio (Expanding EWM)
AAPL,Q4 2009,2009,Q4,2009-10-19,2009-09-19,1.4964318136700965,0.3514038357126654,0.2348278301106314,0.16256104761563783,ST/MT Ratio (Expanding EWM)
BAC,Q4 2009,2009,Q4,2009-10-16,2009-09-16,0.9388309829827547,0.3163931123363874,0.33700753178295906,0.3827154714839909,ST/MT Ratio (Expanding EWM)
MSFT,Q4 2009,2009,Q4,2009-10-23,2009-09-23,1.3388083094607894,0.36417967350796676,0.2720177869635733,0.18242890792553396,ST/MT Ratio (Expanding EWM)
GS,Q4 2009,2009,Q4,2009-10-15,2009-09-15,1.0338656975985503,0.19142373248645358,0.1851533839753946,0.18661344104685407,ST/MT Ratio (Expanding EWM)
C,Q4 2009,2009,Q4,2009-10-15,2009-09-15,0.7380951045362062,0.4147181873904569,0.5618763555559032,0.7135820383870088,ST/MT Ratio (Expanding EWM)
XOM,Q4 2009,2009,Q4,2009-10-29,2009-09-29,1.2308547589513485,0.17418228836243682,0.14151327530376934,0.12101243434934655,ST/MT Ratio (Expanding EWM)
JPM,Q4 2009,2009,Q4,2009-10-14,2009-09-14,0.9139557192045247,0.2299063487539268,0.2515508617354343,0.2486171928132438,ST/MT Ratio (Expanding EWM)
AMZN,Q4 2009,2009,Q4,2009-10-22,2009-09-22,1.662833191455023,1.4134232498671113,0.8500090430780545,0.30689597710256217,ST/MT Ratio (Expanding EWM)
INTC,Q4 2009,2009,Q4,2009-10-13,2009-09-13,0.8822895165054809,0.16280073440807066,0.18452076258695896,0.2172799364319282,ST/MT Ratio (Expanding EWM)
WFC,Q4 2009,2009,Q4,2009-10-21,2009-09-21,1.141917836874748,0.3936835995845885,0.34475650250112516,0.3007960189753338,ST/MT Ratio (Expanding EWM)
GE,Q4 2009,2009,Q4,2009-10-16,2009-09-16,0.8778489831762265,0.24841265769916618,0.2829788066739696,0.32888625303438895,ST/MT Ratio (Expanding EWM)
PFE,Q4 2009,2009,Q4,2009-10-20,2009-09-20,1.0288601084649869,0.17476293624320166,0.16986073695085732,0.17404915516928118,ST/MT Ratio (Expanding EWM)
FCX,Q4 2009,2009,Q4,2009-10-21,2009-09-21,0.8843789256778575,0.2832875063983262,0.3203236736800263,0.35218565270865726,ST/MT Ratio (Expanding EWM)
IBM,Q4 2009,2009,Q4,2009-10-15,2009-09-15,1.331059972546411,0.255277962874041,0.1917854703313453,0.1254400750496778,ST/MT Ratio (Expanding EWM)
CSCO,Q4 2009,2009,Q4,2009-11-04,2009-10-05,0.9719533920597048,0.14715216451891375,0.1513983753964558,0.18408608982089078,ST/MT Ratio (Expanding EWM)
AIG,Q4 2009,2009,Q4,2009-11-06,2009-10-07,0.812314267783493,0.9846018858262061,1.2120947826175978,1.5476369220009722,ST/MT Ratio (Expanding EWM)
QCOM,Q4 2009,2009,Q4,2009-11-04,2009-10-05,1.1450269307794065,0.24724296235180698,0.21592763952155392,0.18640547793955864,ST/MT Ratio (Expanding EWM)
COP,Q4 2009,2009,Q4,2009-10-28,2009-09-28,1.0350617427531195,0.21251899409746075,0.20532011310957157,0.1422308031830234,ST/MT Ratio (Expanding EWM)
T,Q4 2009,2009,Q4,2009-10-22,2009-09-22,0.9355572681568863,0.17673892866998228,0.18891299836531697,0.16819397623588378,ST/MT Ratio (Expanding EWM)
WMT,Q4 2009,2009,Q4,2009-11-12,2009-10-13,0.9468322490216761,0.16837772332401546,0.17783268736145547,0.18869231143736595,ST/MT Ratio (Expanding EWM)
ORCL,Q4 2009,2009,Q4,2009-12-17,2009-11-17,1.3929442186495085,0.313948487389518,0.2253848238760762,0.16213790469506378,ST/MT Ratio (Expanding EWM)
CVX,Q4 2009,2009,Q4,2009-10-30,2009-09-30,1.0700587730436444,0.12258445594775419,0.11455861961589128,0.1055355660386517,ST/MT Ratio (Expanding EWM)
JNJ,Q4 2009,2009,Q4,2009-10-13,2009-09-13,1.18216766305103,0.17988695565990045,0.15216704134473974,0.14654886044356116,ST/MT Ratio (Expanding EWM)
PG,Q4 2009,2009,Q4,2009-10-29,2009-09-29,0.8939580175165869,0.1598067529627738,0.17876315199534376,0.21441244448565297,ST/MT Ratio (Expanding EWM)
MS,Q4 2009,2009,Q4,2009-10-21,2009-09-21,1.1881047605542217,0.36706004415456467,0.3089458575886357,0.26225186612413914,ST/MT Ratio (Expanding EWM)
MRK,Q4 2009,2009,Q4,2009-10-22,2009-09-22,0.8606886706561481,0.1692989790961499,0.19670176321373492,0.2440507708920703,ST/MT Ratio (Expanding EWM)
LVS,Q4 2009,2009,Q4,2009-10-29,2009-09-29,1.1898648711657542,0.9237771286616628,0.7763714612034932,0.7617584194695904,ST/MT Ratio (Expanding EWM)
VZ,Q4 2009,2009,Q4,2009-10-26,2009-09-26,1.3669357016659534,0.32373669923879744,0.23683388973178712,0.18922735939173843,ST/MT Ratio (Expanding EWM)
HPQ,Q4 2009,2009,Q4,2009-11-23,2009-10-24,1.0002133708806287,0.1350958160958488,0.13506699673181227,0.14196988252049042,ST/MT Ratio (Expanding EWM)
CAT,Q4 2009,2009,Q4,2009-10-20,2009-09-20,1.0448018472522103,0.31471293242677156,0.30121781776559337,0.33078892699495926,ST/MT Ratio (Expanding EWM)
SGP,Q4 2009,2009,Q4,2009-10-22,2009-09-22,0.8899105593301455,0.13176015622810255,0.14805999866692357,0.175949616001879,ST/MT Ratio (Expanding EWM)
V,Q4 2009,2009,Q4,2009-10-27,2009-09-27,1.2640972237707278,0.3230021083896176,0.25551998874431614,0.20100575435574602,ST/MT Ratio (Expanding EWM)
MCD,Q4 2009,2009,Q4,2009-10-22,2009-09-22,0.7334066619505777,0.13426120597781088,0.1830651573585766,0.20350735838746778,ST/MT Ratio (Expanding EWM)
TXN,Q4 2009,2009,Q4,2009-10-19,2009-09-19,1.2312608298043783,0.32173788017508764,0.26130765503699577,0.22452402925804596,ST/MT Ratio (Expanding EWM)
FSLR,Q4 2009,2009,Q4,2009-10-28,2009-09-28,1.4265614242625113,0.9732786761037037,0.6822550081268733,0.5325631320866269,ST/MT Ratio (Expanding EWM)
KO,Q4 2009,2009,Q4,2009-10-20,2009-09-20,0.8399872751598042,0.15004400448707744,0.17862652081072558,0.19822950695365749,ST/MT Ratio (Expanding EWM)
HAL,Q4 2009,2009,Q4,2009-10-16,2009-09-16,0.9410139989110593,0.2520112259707111,0.26780815828705873,0.2671776616549155,ST/MT Ratio (Expanding EWM)
PEP,Q4 2009,2009,Q4,2009-10-08,2009-09-08,1.0841237764059934,0.2431350366910931,0.2242687061961839,0.19080341906815657,ST/MT Ratio (Expanding EWM)
F,Q4 2009,2009,Q4,2009-11-02,2009-10-03,1.1485735324485828,0.4787229279069024,0.4167978056105284,0.402129885722787,ST/MT Ratio (Expanding EWM)
AXP,Q4 2009,2009,Q4,2009-10-22,2009-09-22,1.1922242965612133,0.34223652402068777,0.28705716282398885,0.3058121702635295,ST/MT Ratio (Expanding EWM)
X,Q4 2009,2009,Q4,2009-10-27,2009-09-27,1.0543095770904836,0.43923355163591743,0.4166077603582475,0.3908763596101851,ST/MT Ratio (Expanding EWM)
EBAY,Q4 2009,2009,Q4,2009-10-21,2009-09-21,1.2026195425574262,0.3259919470724324,0.2710682269300193,0.24163209215535114,ST/MT Ratio (Expanding EWM)
AMGN,Q4 2009,2009,Q4,2009-10-21,2009-09-21,1.2063520287140084,0.36225570314012445,0.3002902092569904,0.30025892852772634,ST/MT Ratio (Expanding EWM)
ABT,Q4 2009,2009,Q4,2009-10-14,2009-09-14,0.792095487906888,0.1617827965672724,0.20424658268762946,0.22040324652998824,ST/MT Ratio (Expanding EWM)
MA,Q4 2009,2009,Q4,2009-11-03,2009-10-04,1.0921662328366692,0.25967048817456745,0.23775729405232449,0.203861034471506,ST/MT Ratio (Expanding EWM)
OXY,Q4 2009,2009,Q4,2009-10-22,2009-09-22,0.9033635060068569,0.1675804251837198,0.18550718959688392,0.1668956801382345,ST/MT Ratio (Expanding EWM)
GILD,Q4 2009,2009,Q4,2009-10-20,2009-09-20,0.9763702323545733,0.16626601497125218,0.1702899263635804,0.1801073417326212,ST/MT Ratio (Expanding EWM)
USB,Q4 2009,2009,Q4,2009-10-21,2009-09-21,1.1096631543906406,0.2847909018840298,0.2566462631089338,0.2823626270072559,ST/MT Ratio (Expanding EWM)
PM,Q4 2009,2009,Q4,2009-10-22,2009-09-22,1.110254661927899,0.21971278453535759,0.19789404365466737,0.19685680808271583,ST/MT Ratio (Expanding EWM)
APA,Q4 2009,2009,Q4,2009-10-29,2009-09-29,1.0480914837215538,0.22078542596792386,0.21065472756630077,0.20769973635318645,ST/MT Ratio (Expanding EWM)
CMCSA,Q4 2009,2009,Q4,2009-11-04,2009-10-05,1.1139766715039783,0.26396078708548854,0.23695360400062548,0.2644879442821822,ST/MT Ratio (Expanding EWM)
HD,Q4 2009,2009,Q4,2009-11-17,2009-10-18,1.0507854713239169,0.1712661138559067,0.16298865803704277,0.17207490078426688,ST/MT Ratio (Expanding EWM)
CVS,Q4 2009,2009,Q4,2009-11-05,2009-10-06,1.6164523445992722,1.0614120165634342,0.6566305651445383,0.2411487378878955,ST/MT Ratio (Expanding EWM)
NEM,Q4 2009,2009,Q4,2009-10-29,2009-09-29,1.2318991889235664,0.4595055469156898,0.37300580359761887,0.3571258352986363,ST/MT Ratio (Expanding EWM)
UNH,Q4 2009,2009,Q4,2009-10-20,2009-09-20,1.0223331994545277,0.3773998972090717,0.3691554743702305,0.3820046484688347,ST/MT Ratio (Expanding EWM)
TGT,Q4 2009,2009,Q4,2009-11-17,2009-10-18,1.093538686053508,0.21407920434215724,0.19576738077255562,0.20993999056320792,ST/MT Ratio (Expanding EWM)
APC,Q4 2009,2009,Q4,2009-11-02,2009-10-03,0.9603370030898439,0.3021765486574404,0.3146567795317686,0.2993439900719954,ST/MT Ratio (Expanding EWM)
LMT,Q4 2009,2009,Q4,2009-10-20,2009-09-20,1.2591958545261126,0.39568007373190184,0.3142323509957969,0.2861235408391667,ST/MT Ratio (Expanding EWM)
PNC,Q4 2009,2009,Q4,2009-10-22,2009-09-22,1.296962634208815,0.6328491143372765,0.48794706774519603,0.394187880555462,ST/MT Ratio (Expanding EWM)
BK,Q4 2009,2009,Q4,2009-10-20,2009-09-20,1.3350098173524294,0.43798671668117184,0.32807752496515735,0.29444547413052274,ST/MT Ratio (Expanding EWM)
CME,Q4 2009,2009,Q4,2009-10-29,2009-09-29,0.8120548475459328,0.19799837540947693,0.2438238944177689,0.2761545964590963,ST/MT Ratio (Expanding EWM)
LOW,Q4 2009,2009,Q4,2009-11-16,2009-10-17,0.9373367134865327,0.22633163535373502,0.24146246711266459,0.2653621219823225,ST/MT Ratio (Expanding EWM)
WYNN,Q4 2009,2009,Q4,2009-10-27,2009-09-27,1.0352113094831992,0.5645300313977616,0.545328307589286,0.5707582016389086,ST/MT Ratio (Expanding EWM)
BRCM,Q4 2009,2009,Q4,2009-10-22,2009-09-22,1.154649639051094,0.3779946327701191,0.32736738486382755,0.25400385375432066,ST/MT Ratio (Expanding EWM)
COF,Q4 2009,2009,Q4,2009-10-22,2009-09-22,1.2138455052063026,0.5288933419541381,0.43571718121100467,0.36796067896867424,ST/MT Ratio (Expanding EWM)
MO,Q4 2009,2009,Q4,2009-10-21,2009-09-21,1.1614849175967796,0.1824827091071605,0.15711156153859854,0.1584695727557768,ST/MT Ratio (Expanding EWM)
UNP,Q4 2009,2009,Q4,2009-10-22,2009-09-22,1.4360265635592349,0.4110874654115324,0.2862673127665827,0.2018224285507247,ST/MT Ratio (Expanding EWM)
MGM,Q4 2009,2009,Q4,2009-11-05,2009-10-06,0.974849460615098,0.6768398717000891,0.6943019399867394,0.7475547681355547,ST/MT Ratio (Expanding EWM)
DIS,Q4 2009,2009,Q4,2009-11-12,2009-10-13,1.2114877248827607,0.24126607888766022,0.1991485955097137,0.18949607197590304,ST/MT Ratio (Expanding EWM)
STJ,Q4 2009,2009,Q4,2009-10-21,2009-09-21,1.0317988392856507,0.446570106450545,0.43280733554587114,0.283576641455775,ST/MT Ratio (Expanding EWM)
HIG,Q4 2009,2009,Q4,2009-11-03,2009-10-04,0.9421963035758908,0.5726261779108756,0.607756765482526,0.6535666732616675,ST/MT Ratio (Expanding EWM)
DE,Q4 2009,2009,Q4,2009-11-25,2009-10-26,0.8634924730624339,0.2276954679184721,0.2636913175524679,0.29633632989237346,ST/MT Ratio (Expanding EWM)
MMM,Q4 2009,2009,Q4,2009-10-22,2009-09-22,1.0518278144798978,0.14102258897508518,0.13407383512178492,0.1456748809948297,ST/MT Ratio (Expanding EWM)
BA,Q4 2009,2009,Q4,2009-10-21,2009-09-21,0.9048091057271749,0.24061089218760887,0.265924481379125,0.29759813933701074,ST/MT Ratio (Expanding EWM)
TRV,Q4 2009,2009,Q4,2009-10-22,2009-09-22,1.2675317271368847,0.3282945102681985,0.25900299238248964,0.22119472367545456,ST/MT Ratio (Expanding EWM)
MOS,Q4 2009,2009,Q4,2009-10-05,2009-09-05,0.8098011142606839,0.30952548829831855,0.38222408298474986,0.44246626644768383,ST/MT Ratio (Expanding EWM)
STT,Q4 2009,2009,Q4,2009-10-20,2009-09-20,1.2185616494795755,0.4143759680382567,0.34005334749803495,0.2533731193716048,ST/MT Ratio (Expanding EWM)
HES,Q4 2009,2009,Q4,2009-10-28,2009-09-28,1.0102279149154374,0.23688243228305517,0.23448414836456363,0.2517820287708228,ST/MT Ratio (Expanding EWM)
DVN,Q4 2009,2009,Q4,2009-11-04,2009-10-05,0.9613636921340178,0.2110940656096253,0.21957773872346112,0.2264068579380691,ST/MT Ratio (Expanding EWM)
XTO,Q4 2009,2009,Q4,2009-11-04,2009-10-05,0.9596125155320536,0.19880784772725,0.2071751300753114,0.2271580357427291,ST/MT Ratio (Expanding EWM)
GNW,Q4 2009,2009,Q4,2009-10-29,2009-09-29,1.2876681907551046,1.0586968230357183,0.8221813900791363,0.7141125975986408,ST/MT Ratio (Expanding EWM)
MDT,Q4 2009,2009,Q4,2009-11-24,2009-10-25,1.3645618532702615,0.38199696123773713,0.27994111100369434,0.20616726721511336,ST/MT Ratio (Expanding EWM)
BSX,Q4 2009,2009,Q4,2009-10-19,2009-09-19,1.5689169468705897,0.7482923428529082,0.476948346020148,0.2429456940012852,ST/MT Ratio (Expanding EWM)
BRCD,Q4 2009,2009,Q4,2009-11-23,2009-10-24,1.104094294807226,0.6124309884563397,0.554690836948188,0.5517345296411595,ST/MT Ratio (Expanding EWM)
NOV,Q4 2009,2009,Q4,2009-10-26,2009-09-26,1.0918391091256467,0.341994727438347,0.31322813460329246,0.30468506046339655,ST/MT Ratio (Expanding EWM)
EOG,Q4 2009,2009,Q4,2009-11-05,2009-10-06,0.9770437218298476,0.245829444935635,0.2516053677467325,0.25488100030848265,ST/MT Ratio (Expanding EWM)
LLY,Q4 2009,2009,Q4,2009-10-21,2009-09-21,1.182167180023621,0.21994446788436045,0.18605191516141203,0.16872130567616744,ST/MT Ratio (Expanding EWM)
AMAT,Q4 2009,2009,Q4,2009-11-11,2009-10-12,1.0879192746231423,0.25495567909084144,0.23435165185317508,0.2401527060761604,ST/MT Ratio (Expanding EWM)
COST,Q4 2009,2009,Q4,2009-10-07,2009-09-07,0.8782336455041398,0.20344899881965223,0.23165703097478654,0.2933719433502975,ST/MT Ratio (Expanding EWM)
ISRG,Q4 2009,2009,Q4,2009-10-20,2009-09-20,0.9600965870265226,0.37557712384788045,0.3911868127883525,0.4483296684584317,ST/MT Ratio (Expanding EWM)
JNPR,Q4 2009,2009,Q4,2009-10-22,2009-09-22,1.0401229075032399,0.2774623695870397,0.2667592143058107,0.27488693267912356,ST/MT Ratio (Expanding EWM)
BAX,Q4 2009,2009,Q4,2009-10-15,2009-09-15,1.1992009554891438,0.30613624404351575,0.2552835224507017,0.20383674297829207,ST/MT Ratio (Expanding EWM)
VLO,Q4 2009,2009,Q4,2009-10-27,2009-09-27,1.1014397845895123,0.3833479549900723,0.3480425896663425,0.3066825963220153,ST/MT Ratio (Expanding EWM)
UPS,Q4 2009,2009,Q4,2009-10-22,2009-09-22,0.8170518541200447,0.11940396890429174,0.14614001339350538,0.18055158523798065,ST/MT Ratio (Expanding EWM)
KR,Q4 2009,2009,Q4,2009-12-08,2009-11-08,1.3907656246061486,0.5105077198472902,0.36706955565705834,0.27597647008095444,ST/MT Ratio (Expanding EWM)
MET,Q4 2009,2009,Q4,2009-10-29,2009-09-29,1.2628574586651349,0.4389224455562752,0.3475629355827892,0.31598841280172385,ST/MT Ratio (Expanding EWM)
BMY,Q4 2009,2009,Q4,2009-10-22,2009-09-22,1.0056402475597495,0.15655424563704773,0.15567619336729674,0.16273650037490411,ST/MT Ratio (Expanding EWM)
APOL,Q4 2009,2009,Q4,2009-10-27,2009-09-27,1.4893983718957329,0.8208793794182224,0.5511482991440312,0.38917735553851185,ST/MT Ratio (Expanding EWM)
KSS,Q4 2009,2009,Q4,2009-11-12,2009-10-13,1.0606247745859543,0.24066537579980754,0.22690906488937926,0.20410512503635464,ST/MT Ratio (Expanding EWM)
TWX,Q4 2009,2009,Q4,2009-11-04,2009-10-05,0.7889192465582688,0.1736888803542012,0.22016053114679934,0.269105653272075,ST/MT Ratio (Expanding EWM)
GLW,Q4 2009,2009,Q4,2009-10-26,2009-09-26,0.8860621028096674,0.2134406329129676,0.24088676429807337,0.25699229450322797,ST/MT Ratio (Expanding EWM)
NUE,Q4 2009,2009,Q4,2009-10-22,2009-09-22,1.3169920250813993,0.3688571479541204,0.28007546054147325,0.2617733164088628,ST/MT Ratio (Expanding EWM)
CSX,Q4 2009,2009,Q4,2009-10-13,2009-09-13,1.0008324419262726,0.3041998838192959,0.30394686570492396,0.33681683742835494,ST/MT Ratio (Expanding EWM)
BHI,Q4 2009,2009,Q4,2009-11-04,2009-10-05,1.145444187313949,0.41579651423283437,0.3630002394161793,0.3824108795687454,ST/MT Ratio (Expanding EWM)
YUM,Q4 2009,2009,Q4,2009-10-06,2009-09-06,1.0757925517943747,0.26035993864844387,0.2420168630226849,0.23185981743419928,ST/MT Ratio (Expanding EWM)
HON,Q4 2009,2009,Q4,2009-10-23,2009-09-23,1.0679031049808225,0.18356369568036374,0.17189171454245392,0.15470251279666697,ST/MT Ratio (Expanding EWM)
SCHW,Q4 2009,2009,Q4,2009-10-15,2009-09-15,1.0667293032382326,0.31043414719916235,0.29101492408316554,0.27559894288334796,ST/MT Ratio (Expanding EWM)
FDX,Q4 2009,2009,Q4,2009-12-17,2009-11-17,1.158411289923796,0.32428990744751823,0.27994366963468653,0.24889131507586162,ST/MT Ratio (Expanding EWM)
CL,Q4 2009,2009,Q4,2009-10-29,2009-09-29,1.0781431220443611,0.2100819852560618,0.19485537769578035,0.20775736301550876,ST/MT Ratio (Expanding EWM)
NKE,Q4 2009,2009,Q4,2009-12-17,2009-11-17,0.8418216431475762,0.1476645533264125,0.175410735193614,0.20692637602043132,ST/MT Ratio (Expanding EWM)
NVDA,Q4 2009,2009,Q4,2009-11-05,2009-10-06,1.2401348420013534,0.4368667677524322,0.3522736019958993,0.342172497694396,ST/MT Ratio (Expanding EWM)
ITW,Q4 2009,2009,Q4,2009-10-20,2009-09-20,1.2900763046828287,0.28021105831441045,0.21720502678583933,0.19735558324218325,ST/MT Ratio (Expanding EWM)
NTAP,Q4 2009,2009,Q4,2009-11-18,2009-10-19,1.173465703000846,0.3323087507970082,0.28318573772306377,0.28396274926771725,ST/MT Ratio (Expanding EWM)
XRX,Q4 2009,2009,Q4,2009-10-22,2009-09-22,0.7511559030642752,0.34153889733957865,0.4546844349439316,0.3135290249281791,ST/MT Ratio (Expanding EWM)
PRU,Q4 2009,2009,Q4,2009-11-04,2009-10-05,1.218796247966623,0.5132921385993132,0.42114679911073194,0.395060021411992,ST/MT Ratio (Expanding EWM)
AET,Q4 2009,2009,Q4,2009-10-29,2009-09-29,0.8734808034751442,0.30662024447962993,0.351032607997498,0.36937366561693735,ST/MT Ratio (Expanding EWM)
